NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Grand Rapids-Wyoming, MI Metro Area",763,8390,6244,8074,24970,101329,5863,33976,406094,9720995,449499,139413,984235,524305,781544,24340,,msa,24340,,2014
"Grants, NM Micro Area",587,160,141,151,532,2109,281,2746,11100,189770,8757,7385,25451,11503,21378,24380,,msa,24380,,2014
"Grants Pass, OR Metro Area",823,744,962,1040,3440,11609,1379,3828,38015,521635,25941,16144,82044,32855,68903,24420,,msa,24420,,2014
"Great Bend, KS Micro Area",603,161,179,263,630,3524,434,1164,12644,228480,12891,4310,26973,14410,21642,24460,,msa,24460,,2014
"Great Falls, MT Metro Area",629,824,585,1126,2099,12020,1012,3769,37454,615145,37732,11511,79842,41788,65443,24500,,msa,24500,,2014
"Greeley, CO Metro Area",868,2303,2216,2336,6494,27752,1963,5535,97904,3091940,117529,34898,258081,136143,200117,24540,,msa,24540,,2014
"Green Bay, WI Metro Area",698,2740,2055,3113,7757,38231,2121,15556,138827,2945755,148471,34496,302375,168484,244440,24580,,msa,24580,,2014
"Greeneville, TN Micro Area",561,713,210,565,1399,8153,1768,3587,32076,607880,26014,14780,66776,30880,56326,24620,,msa,24620,,2014
"Greenfield Town, MA Micro Area",836,868,582,602,2276,9544,840,3287,33677,837095,34722,8321,70131,40487,59408,24640,,msa,24640,,2014
"Greensboro-High Point, NC Metro Area",731,9212,7059,9391,23615,104617,8525,35021,325526,6924635,312717,129454,718280,371456,586045,24660,,msa,24660,,2014
"Greensburg, IN Micro Area",750,228,169,156,374,2829,155,1413,11222,247295,11457,3552,25704,13196,20325,24700,,msa,24700,,2014
"Greenville, MS Micro Area",617,578,419,836,2362,8284,1417,3302,21685,286395,16376,18520,49366,22098,38049,24740,,msa,24740,,2014
"Greenville, NC Metro Area",738,2005,1619,2581,9259,30591,2107,9417,75844,1523815,76979,39853,166192,91557,138169,24780,,msa,24780,,2014
"Greenville, OH Micro Area",589,616,299,424,1027,5865,541,1765,22694,495230,21886,7209,51743,25678,41025,24820,,msa,24820,,2014
"Greenville-Anderson-Mauldin, SC Metro Area",731,8174,5973,8074,23390,100690,11103,45008,365035,7953045,353652,138479,818475,410529,670011,24860,,msa,24860,,2014
"Greenwood, MS Micro Area",554,251,239,449,1533,5961,1694,3565,18244,254025,13096,14630,40303,16012,32574,24900,,msa,24900,,2014
"Greenwood, SC Micro Area",639,1035,799,1077,2816,11364,1512,6561,43073,824015,35609,22009,91288,43381,75778,24940,,msa,24940,,2014
"Grenada, MS Micro Area",535,229,85,113,428,1877,339,2592,10173,160205,7690,4826,21287,9042,17089,24980,,msa,24980,,2014
"Glens Falls, NY Metro Area",835,1167,881,1219,3856,14718,1113,15965,67829,1356220,55905,15450,123986,65709,106067,24020,,msa,24020,,2014
"Hillsdale, MI Micro Area",655,244,258,409,845,3915,467,4057,21689,414040,17646,9033,44832,21180,37052,25880,,msa,25880,,2014
"Hilo, HI Micro Area",1039,1551,1571,2018,5365,22101,3940,19318,83904,1852020,72629,35848,186418,89633,151514,25900,,msa,25900,,2014
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",1004,2163,1655,2115,4410,22248,1875,30257,104060,1763915,79720,26060,187559,94080,158172,25940,,msa,25940,,2014
"Hinesville, GA Metro Area",929,1304,969,1239,2723,13357,1307,5140,33081,737165,33633,14221,77929,39614,58794,25980,,msa,25980,,2014
"Guayama, PR Metro Area",411,447,280,413,1478,7642,2994,7687,35767,444375,18022,41654,80231,24842,64939,25020,,msa,25020,,2014
"Gulfport-Biloxi-Pascagoula, MS Metro Area",835,4592,2830,4892,12061,49892,4654,28090,171260,3694255,160007,68037,371343,184891,296853,25060,,msa,25060,,2014
"Guymon, OK Micro Area",668,146,118,105,272,2680,418,1011,8177,165910,10467,2572,20970,11473,16119,25100,,msa,25100,,2014
"Hagerstown-Martinsburg, MD-WV Metro Area",858,2715,1853,2387,6447,30099,2149,10100,106483,3253685,109978,33224,246131,130085,202856,25180,,msa,25180,,2014
"Hailey, ID Micro Area",904,480,137,397,396,3642,477,6597,17928,254405,12864,3326,27525,15409,21470,25200,,msa,25200,,2014
"Hammond, LA Metro Area",748,949,791,1333,3685,14438,2454,6336,51363,1482750,49719,26137,120294,59755,96438,25220,,msa,25220,,2014
"Hanford-Corcoran, CA Metro Area",875,1844,1260,1519,4677,19750,1632,3279,44387,1099810,52042,30244,133044,63534,113795,25260,,msa,25260,,2014
"Hannibal, MO Micro Area",599,365,168,366,809,4469,370,2706,18027,330845,16883,5664,37444,19277,31039,25300,,msa,25300,,2014
"Harrisburg-Carlisle, PA Metro Area",850,5790,3835,6122,14755,70533,4556,20000,242939,5830315,260759,60055,536130,294641,448755,25420,,msa,25420,,2014
"Harrison, AR Micro Area",579,231,372,429,639,4630,987,3344,21545,405215,17369,7821,44681,20074,36368,25460,,msa,25460,,2014
"Harrisonburg, VA Metro Area",826,1281,914,1167,4788,17164,1217,6521,51885,1105515,56979,22317,118960,65173,105113,25500,,msa,25500,,2014
"Hartford-West Hartford-East Hartford, CT Metro Area",995,12093,9832,11483,39457,152177,9353,38795,507815,13230270,568321,125526,1168739,667394,985879,25540,,msa,25540,,2014
"Hastings, NE Micro Area",625,213,156,240,562,3676,328,950,13530,221690,14779,3493,29724,16921,24825,25580,,msa,25580,,2014
"Hattiesburg, MS Metro Area",756,1855,803,1632,5932,20032,2211,8495,62121,1426925,61445,32337,141874,71400,114510,25620,,msa,25620,,2014
"Hays, KS Micro Area",625,319,190,453,1072,4422,303,1103,12962,205740,15576,4597,27707,17023,23303,25700,,msa,25700,,2014
"Heber, UT Micro Area",1025,121,189,198,449,1991,132,3306,11058,264900,10507,2087,25380,12201,17915,25720,,msa,25720,,2014
"Helena, MT Micro Area",744,620,381,683,1636,8262,684,4405,35455,641230,36089,8076,74501,40909,61283,25740,,msa,25740,,2014
"Helena-West Helena, AR Micro Area",586,194,392,359,981,3973,644,1840,10131,132945,7004,6999,20585,8987,15708,25760,,msa,25760,,2014
"Henderson, NC Micro Area",656,513,370,576,1614,5995,680,3362,20013,383455,16562,11275,44238,19584,35101,25780,,msa,25780,,2014
"Hereford, TX Micro Area",651,153,65,120,300,2072,413,862,7072,118110,7743,3643,19033,8720,13783,25820,,msa,25820,,2014
"Hermiston-Pendleton, OR Micro Area",677,895,538,897,2055,11452,825,3494,34109,607155,34496,14538,83647,40789,67239,25840,,msa,25840,,2014
"Medford, OR Metro Area",885,2636,1927,3177,9923,31160,1827,8331,91308,1493380,78058,36325,204115,98444,167760,32780,,msa,32780,,2014
"McMinnville, TN Micro Area",558,390,267,249,791,4631,968,2373,17813,358185,15182,8455,39268,17337,31353,32660,,msa,32660,,2014
"McPherson, KS Micro Area",632,227,77,214,278,2716,162,1051,12777,200040,14445,2266,27877,15733,23361,32700,,msa,32700,,2014
"Meadville, PA Micro Area",611,754,501,541,1877,9017,949,9868,44581,776470,35104,13134,83986,41080,71060,32740,,msa,32740,,2014
"Memphis, TN-MS-AR Metro Area",850,15016,12139,17602,50635,185526,16163,69930,559091,13652620,570702,254320,1311615,671864,1029962,32820,,msa,32820,,2014
"Menomonie, WI Micro Area",732,296,292,252,1376,5392,354,1554,18014,460515,20689,6123,40517,23789,36153,32860,,msa,32860,,2014
"Merced, CA Metro Area",870,2964,2341,3753,9394,36206,2942,7387,83903,2342255,88986,65552,256250,115295,190771,32900,,msa,32900,,2014
"Meridian, MS Micro Area",653,849,687,914,2761,12212,1639,7643,47420,923485,41055,24611,102083,48025,83934,32940,,msa,32940,,2014
"Merrill, WI Micro Area",614,185,249,133,523,2965,267,4356,16839,298065,13167,3032,27830,14837,23503,32980,,msa,32980,,2014
"Mobile, AL Metro Area",773,4074,3317,4220,13889,51427,6472,25877,180277,3909715,162098,80412,404297,191763,324724,33660,,msa,33660,,2014
"Modesto, CA Metro Area",993,6097,4708,6852,21820,71992,4874,11808,179898,5095890,191083,104786,516698,245463,393800,33700,,msa,33700,,2014
"Monroe, LA Metro Area",682,2094,1620,2108,6248,24904,3527,10314,76758,1497990,70756,41934,169078,79864,137533,33740,,msa,33740,,2014
"Monroe, MI Metro Area",791,1170,715,802,2786,12146,1086,4861,63189,1563260,63839,17543,149082,74579,120430,33780,,msa,33780,,2014
"Montgomery, AL Metro Area",816,3804,2944,3672,12657,48764,4479,20779,163130,3540175,155529,68446,361695,179726,294540,33860,,msa,33860,,2014
"Montrose, CO Micro Area",829,318,294,448,1257,5022,529,1465,18280,330280,16260,6915,40300,19486,32600,33940,,msa,33940,,2014
"Morehead City, NC Micro Area",780,746,516,705,1747,8740,705,19219,48571,679100,28970,10115,66714,34318,56648,33980,,msa,33980,,2014
"Mexico, MO Micro Area",616,92,200,230,335,2542,279,1446,10827,190305,10199,4160,23868,11732,20410,33020,,msa,33020,,2014
"Miami, OK Micro Area",619,254,163,309,749,3430,447,2069,14057,257750,12478,6959,30930,14489,25092,33060,,msa,33060,,2014
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1136,67077,54294,83860,251427,770279,51186,445029,2475877,68419680,2470192,982999,5697923,2972560,4701725,33100,,msa,33100,,2014
"Michigan City-La Porte, IN Metro Area",698,1079,589,1221,3057,12308,898,5859,48615,1006085,44615,18111,102234,52526,89476,33140,,msa,33140,,2014
"Middlesborough, KY Micro Area",486,270,154,181,987,3681,895,1956,13137,172790,7975,8886,27161,9552,22873,33180,,msa,33180,,2014
"Midland, MI Metro Area",729,726,475,758,1852,8391,833,2386,36095,706950,35169,10827,82063,40644,67098,33220,,msa,33220,,2014
"Midland, TX Metro Area",1027,1238,864,1693,2945,17109,1439,4398,57570,1411785,72802,15196,149770,79174,113493,33260,,msa,33260,,2014
"Milledgeville, GA Micro Area",703,524,456,753,2402,7835,1511,6536,25517,383615,17920,15905,49489,21237,45487,33300,,msa,33300,,2014
"Milwaukee-Waukesha-West Allis, WI Metro Area",822,19724,14176,21939,65398,243147,10441,48748,670949,16611835,722597,237992,1535820,831557,1231944,33340,,msa,33340,,2014
"Mineral Wells, TX Micro Area",699,232,57,183,764,3006,527,4857,15270,260500,10876,4908,27554,12775,21993,33420,,msa,33420,,2014
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",916,34932,25081,31908,92337,391329,16834,77091,1400446,42276210,1690238,356449,3367361,1938307,2679157,33460,,msa,33460,,2014
"Minot, ND Micro Area",807,623,680,630,1675,10406,1589,4205,33355,738360,39312,6861,71577,42581,58671,33500,,msa,33500,,2014
"Missoula, MT Metro Area",769,2117,1201,1804,4800,18758,1070,4779,50740,912940,53240,17299,108241,63999,91633,33540,,msa,33540,,2014
"Mitchell, SD Micro Area",597,244,83,337,520,3222,153,616,10166,168130,11296,2781,22283,12467,17999,33580,,msa,33580,,2014
"Moberly, MO Micro Area",656,181,75,159,508,2432,337,2054,10694,195255,9156,4263,22811,10781,20112,33620,,msa,33620,,2014
"Morgan City, LA Micro Area",671,214,333,501,1184,6286,1195,2934,23117,464610,20877,11748,52799,24345,41970,34020,,msa,34020,,2014
"Morgantown, WV Metro Area",720,900,645,1229,4991,18312,3376,9527,58994,1366980,58796,25661,124597,66944,114144,34060,,msa,34060,,2014
"Morristown, TN Metro Area",647,880,834,1004,2962,13077,1719,6207,50587,1066150,45373,21951,112129,53565,92322,34100,,msa,34100,,2014
"Moscow, ID Micro Area",655,571,610,518,2165,6862,461,1098,16167,304895,16942,7354,34852,20065,31775,34140,,msa,34140,,2014
"Moses Lake, WA Micro Area",695,923,504,906,2162,12078,1269,5053,35286,632495,34609,17548,90451,42451,66532,34180,,msa,34180,,2014
"Moultrie, GA Micro Area",582,553,401,473,1390,5631,681,2415,18308,362795,17349,12448,44974,20115,34651,34220,,msa,34220,,2014
"Mountain Home, AR Micro Area",611,333,324,474,781,4318,596,4369,22606,240025,14047,6019,40464,16448,34652,34260,,msa,34260,,2014
"Mountain Home, ID Micro Area",732,263,105,259,458,3777,809,2503,12185,193725,11360,4309,25355,13210,19820,34300,,msa,34300,,2014
"Mount Airy, NC Micro Area",615,427,522,616,1510,8220,1639,4200,33580,732155,29104,14367,72390,33389,58859,34340,,msa,34340,,2014
"Mount Pleasant, MI Micro Area",698,780,560,914,4020,10091,680,3621,28394,524115,29778,20408,64267,37389,59676,34380,,msa,34380,,2014
"Mount Pleasant, TX Micro Area",627,254,260,224,363,3159,359,1527,12059,243695,13115,7112,31947,14996,23994,34420,,msa,34420,,2014
"Mount Sterling, KY Micro Area",616,339,254,255,1048,5200,953,3953,21006,407590,15912,11591,44438,19313,35469,34460,,msa,34460,,2014
"Mount Vernon, IL Micro Area",588,300,220,317,806,4188,518,1590,16879,306840,15665,6307,36669,18477,31190,34500,,msa,34500,,2014
"Mount Vernon, OH Micro Area",691,579,386,239,1623,6637,661,2691,25333,666120,25512,8950,57695,30105,48343,34540,,msa,34540,,2014
"Mount Vernon-Anacortes, WA Metro Area",961,1709,1089,1400,3737,14914,1025,6351,51660,1188590,47501,17352,116682,56048,94335,34580,,msa,34580,,2014
"Muncie, IN Metro Area",690,957,1177,1561,5302,16916,1656,6113,52352,977715,48258,24777,109589,57643,97492,34620,,msa,34620,,2014
"Murray, KY Micro Area",541,581,209,356,1494,5177,857,3292,18146,290655,16355,7341,34424,18937,31852,34660,,msa,34660,,2014
"Muscatine, IA Micro Area",736,381,261,398,827,4180,414,1623,17924,347960,19685,5658,42042,22181,33043,34700,,msa,34700,,2014
"Muskegon, MI Metro Area",669,1453,1023,1713,4842,16408,1378,8479,73368,1384985,64559,33372,164587,79721,134934,34740,,msa,34740,,2014
"Muskogee, OK Micro Area",632,717,593,678,1900,8646,1156,4337,30911,540845,26083,14679,66679,30224,54914,34780,,msa,34780,,2014
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",838,3401,3144,5283,12293,47533,4562,104320,268415,3522855,160243,71152,392039,190717,328353,34820,,msa,34820,,2014
"Nacogdoches, TX Micro Area",719,762,448,893,2537,10267,1173,4010,27718,507440,25869,14480,59696,30083,51526,34860,,msa,34860,,2014
"Napa, CA Metro Area",1376,2046,1240,1999,4977,19634,1116,5372,55003,1467930,62298,13948,135571,73545,111914,34900,,msa,34900,,2014
"Naples-Immokalee-Marco Island, FL Metro Area",1027,3218,2602,3575,8314,34273,3213,73487,199818,2973305,123897,47546,331173,149627,278993,34940,,msa,34940,,2014
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",855,19053,15107,19713,50503,223363,16676,61101,715164,20802765,783876,243313,1691272,912654,1358146,34980,,msa,34980,,2014
"Natchez, MS-LA Micro Area",556,361,438,572,1207,7148,2341,4194,24042,339745,16840,15105,49058,20335,42102,35020,,msa,35020,,2014
"Natchitoches, LA Micro Area",623,354,241,671,1725,5625,994,4083,18681,337655,14928,10402,38346,17498,30899,35060,,msa,35060,,2014
"New Bern, NC Metro Area",857,1555,952,1670,3396,16901,1812,8786,57974,1155810,52490,19799,123065,62446,102246,35100,,msa,35100,,2014
"Newberry, SC Micro Area",654,452,306,195,625,3843,665,3706,17936,373625,15586,6342,36328,18017,30234,35140,,msa,35140,,2014
"New Castle, IN Micro Area",633,344,206,349,1093,4851,526,3006,21220,474705,18442,7893,45832,21664,40215,35220,,msa,35220,,2014
"New Castle, PA Micro Area",625,911,464,672,2130,9434,1337,4271,40887,855450,37564,12660,87472,42731,73544,35260,,msa,35260,,2014
"New Haven-Milford, CT Metro Area",1064,10813,7674,10575,35925,120530,7865,35116,362202,9533415,394287,106282,836739,465715,699988,35300,,msa,35300,,2014
"New Orleans-Metairie, LA Metro Area",921,14025,10049,15021,52386,178116,16902,79411,550248,13701960,538409,225241,1207013,621581,977266,35380,,msa,35380,,2014
"New Philadelphia-Dover, OH Micro Area",653,744,511,1112,2106,10135,801,3696,40062,838595,40315,13033,91361,46213,73516,35420,,msa,35420,,2014
"Newport, OR Micro Area",825,685,588,648,1542,7232,560,9984,30656,339525,18171,7801,45595,21757,39086,35440,,msa,35440,,2014
"Newport, TN Micro Area",551,215,262,363,940,4454,1108,2618,17406,354485,13077,9747,35023,15931,28820,35460,,msa,35460,,2014
"Newton, IA Micro Area",648,256,270,277,782,4044,359,1498,16156,355560,15992,3926,34617,18354,29589,35500,,msa,35500,,2014
"New Ulm, MN Micro Area",607,148,168,120,470,2396,208,763,11512,182950,12295,2044,24318,14104,20596,35580,,msa,35580,,2014
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",1246,294926,207046,292913,962133,3410772,176375,729575,7834578,309251620,8794012,2781156,19514260,10339688,15934930,35620,,msa,35620,,2014
"Niles-Benton Harbor, MI Metro Area",665,1356,1042,1726,4189,16923,1549,16490,76810,1264050,63681,26779,151758,75678,124533,35660,,msa,35660,,2014
"Nogales, AZ Micro Area",616,328,210,517,1267,5419,785,2561,18075,341495,16503,11452,46840,20010,35058,35700,,msa,35700,,2014
"Norfolk, NE Micro Area",604,413,380,497,808,6044,489,1628,20897,363640,23629,6087,47075,26375,37533,35740,,msa,35740,,2014
"North Platte, NE Micro Area",628,335,113,269,924,5104,515,1690,17232,239205,16778,4577,36419,18920,28988,35820,,msa,35820,,2014
"Raymondville, TX Micro Area",526,65,79,78,236,1109,306,1612,7073,108670,5401,7447,19613,6130,16940,39700,,msa,39700,,2014
"Reading, PA Metro Area",849,4019,2723,2996,12121,43504,3108,10965,164822,4546655,185410,57239,400042,216588,329111,39740,,msa,39740,,2014
"Red Bluff, CA Micro Area",833,816,341,746,1621,7422,796,3637,27117,496355,20934,11604,62301,26852,49632,39780,,msa,39780,,2014
"Redding, CA Metro Area",932,2063,1816,2909,7709,25274,1683,8686,77647,1253290,62387,31616,175832,77370,144420,39820,,msa,39820,,2014
"Red Wing, MN Micro Area",708,446,235,437,941,4479,420,1573,20316,507665,21942,4738,45391,25138,36933,39860,,msa,39860,,2014
"Reno, NV Metro Area",908,6394,4862,6061,17711,70640,3206,21397,187681,4111135,192384,66924,428006,228802,346245,39900,,msa,39900,,2014
"Rexburg, ID Micro Area",641,442,435,801,2119,6216,434,5689,20604,352015,19216,14617,49186,23750,38279,39940,,msa,39940,,2014
"Richmond, IN Micro Area",632,1168,382,903,2085,9157,866,3334,31225,528925,26877,13862,65750,31358,54649,39980,,msa,39980,,2014
"Richmond, VA Metro Area",981,13159,10956,13331,37220,155420,10158,48703,512296,13826045,561182,147359,1195191,653496,985742,40060,,msa,40060,,2014
"Richmond-Berea, KY Micro Area",631,1242,644,1185,3770,14471,1222,4734,43120,1000155,43400,21344,95924,49999,83000,40080,,msa,40080,,2014
"Rio Grande City, TX Micro Area",500,376,229,349,843,3768,751,3498,19571,422120,18821,23910,61387,23775,43808,40100,,msa,40100,,2014
"Riverside-San Bernardino-Ontario, CA Metro Area",1145,43131,35869,51604,142277,474604,26392,216171,1514163,49893240,1597442,765774,4261627,2004950,3289335,40140,,msa,40140,,2014
"Riverton, WY Micro Area",683,248,273,291,793,4315,488,2441,17731,300165,16625,5558,39732,20402,31612,40180,,msa,40180,,2014
"Roanoke, VA Metro Area",756,2971,2022,2924,8669,39132,3184,16414,145379,3062700,139459,41757,303118,157819,252793,40220,,msa,40220,,2014
"Roanoke Rapids, NC Micro Area",659,793,788,768,3088,10540,1703,7225,37343,599820,25463,18857,72704,31936,60900,40260,,msa,40260,,2014
"Rochelle, IL Micro Area",693,361,332,219,910,5024,428,1807,22566,569840,23678,5734,51873,27718,41866,40300,,msa,40300,,2014
"Rochester, MN Metro Area",781,1612,1398,1526,3980,19581,1490,6268,88911,2008205,104674,17938,206768,116876,163190,40340,,msa,40340,,2014
"Rock Springs, WY Micro Area",908,326,151,314,611,4913,389,2251,18938,470820,21972,5325,43811,24330,33505,40540,,msa,40540,,2014
"Rochester, NY Metro Area",797,12044,8613,12290,39445,138136,7512,42545,471915,10127545,484442,152126,1042790,557502,875803,40380,,msa,40380,,2014
"Rockford, IL Metro Area",748,2842,2510,3320,10264,41191,3227,14074,145789,3325565,146669,56526,340299,176704,270187,40420,,msa,40420,,2014
"Rockingham, NC Micro Area",606,328,316,715,1658,6571,953,2583,20843,328230,16329,10708,44915,20084,36492,40460,,msa,40460,,2014
"Rocky Mount, NC Metro Area",706,1947,1187,1889,5366,21186,2242,8926,67072,1250415,58843,30251,147378,72780,119924,40580,,msa,40580,,2014
"Rolla, MO Micro Area",660,715,513,421,1416,6488,729,2925,19662,335265,17628,8105,42024,20485,36348,40620,,msa,40620,,2014
"Rome, GA Metro Area",702,1461,801,849,3304,13326,1115,5681,40475,792435,37192,19704,92146,44215,75886,40660,,msa,40660,,2014
"Roseburg, OR Micro Area",776,1360,799,1322,3510,13737,920,5188,48918,724405,35953,20807,105767,45446,88513,40700,,msa,40700,,2014
"Roswell, NM Micro Area",684,770,261,575,1727,8134,1156,3166,26672,463115,25301,14006,64016,29372,49848,40740,,msa,40740,,2014
"Russellville, AR Micro Area",616,726,329,809,2087,9613,1271,4865,35466,681870,35030,15523,81124,39697,66874,40780,,msa,40780,,2014
"Ruston, LA Micro Area",648,609,360,701,2297,7896,1439,2527,19587,391395,19288,13549,43766,23213,38559,40820,,msa,40820,,2014
"Rutland, VT Micro Area",796,631,674,590,1942,7740,472,8136,33771,572885,27766,7655,58610,32629,50986,40860,,msa,40860,,2014
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",1071,28289,22046,31227,90760,319704,16684,86313,878057,22687020,873786,347879,2161829,1083160,1728252,40900,,msa,40900,,2014
"Safford, AZ Micro Area",732,158,121,129,587,3033,628,2121,13096,241105,11054,7158,32916,13753,27918,40940,,msa,40940,,2014
"Saginaw, MI Metro Area",710,1400,1166,1749,6078,21099,1741,9225,86814,1636050,76291,34853,192077,92129,158313,40980,,msa,40980,,2014
"St. Cloud, MN Metro Area",712,1752,1295,1549,4905,20907,1407,6443,78659,1922835,92869,24774,182480,108647,150873,41060,,msa,41060,,2014
"St. George, UT Metro Area",943,1220,1058,1308,3517,14821,1544,11892,59797,944185,51587,22131,142942,60946,106845,41100,,msa,41100,,2014
"St. Joseph, MO-KS Metro Area",674,1267,1206,1288,3185,15752,1470,6612,53597,1040020,55727,18670,119069,63097,101999,41140,,msa,41140,,2014
"St. Louis, MO-IL Metro Area",808,27173,21104,28207,77700,332164,25570,126988,1231245,31808845,1266626,361731,2741015,1474114,2224712,41180,,msa,41180,,2014
"St. Marys, GA Micro Area",910,724,438,737,1191,7178,449,2766,21326,500090,22723,6534,49536,25999,39287,41220,,msa,41220,,2014
"Salem, OH Micro Area",607,921,587,672,2175,11987,1791,4676,46860,1090270,44041,16627,102586,51526,86595,41400,,msa,41400,,2014
"Salem, OR Metro Area",797,4560,3937,5643,14812,55977,2791,10015,152151,3448065,154596,71999,385531,189355,307269,41420,,msa,41420,,2014
"Salina, KS Micro Area",677,562,549,730,1764,7937,528,2012,26988,475935,29629,10064,60195,33150,48233,41460,,msa,41460,,2014
"Salinas, CA Metro Area",1228,6479,5011,6814,16616,63026,2739,14479,139594,3769410,168500,69898,406132,200196,323806,41500,,msa,41500,,2014
"Salisbury, MD-DE Metro Area",960,3143,2347,3191,9788,38417,4073,90546,234376,3665695,156851,53564,366784,184059,313661,41540,,msa,41540,,2014
"Salt Lake City, UT Metro Area",919,11304,7805,9918,27438,120682,6396,23220,389730,11635975,514330,140949,1108285,589352,829052,41620,,msa,41620,,2014
"San Angelo, TX Metro Area",737,1437,1151,1336,3190,15936,1462,4908,47894,910800,51879,17420,109006,57806,90884,41660,,msa,41660,,2014
"San Antonio-New Braunfels, TX Metro Area",865,23701,18037,24462,62247,287809,21623,79380,851169,24228280,967497,363302,2193994,1110459,1717626,41700,,msa,41700,,2014
"San Diego-Carlsbad, CA Metro Area",1328,47684,35984,53954,137411,505399,28947,91090,1174901,33621115,1368504,455855,3102463,1648072,2540664,41740,,msa,41740,,2014
"Sandpoint, ID Micro Area",734,398,229,249,1219,4848,464,7234,24622,349820,14725,6296,40240,17539,33274,41760,,msa,41760,,2014
"Sandusky, OH Micro Area",710,901,545,596,1845,10113,820,5779,37777,705850,33963,9543,75133,39032,61954,41780,,msa,41780,,2014
"Sanford, NC Micro Area",688,444,430,530,1400,6969,703,2957,24196,570475,24267,10841,57877,28988,45481,41820,,msa,41820,,2014
"San Francisco-Oakland-Hayward, CA Metro Area",1446,66300,49981,65345,186582,758167,33946,112428,1754894,60809340,2006765,497279,4402039,2437878,3641806,41860,,msa,41860,,2014
"San German, PR Metro Area",405,422,388,555,1083,15200,10626,22823,67025,783570,30121,69982,134396,36804,109224,41900,,msa,41900,,2014
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1629,22424,16957,22425,64104,271122,9716,26562,658397,21871560,850390,187017,1870891,1004672,1495713,41940,,msa,41940,,2014
"San Juan-Carolina-Caguas, PR Metro Area",499,13666,9484,13697,44897,241601,96919,179925,972689,22085170,697678,940384,2277715,894302,1839166,41980,,msa,41980,,2014
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",1226,3501,2925,4017,12746,42969,3185,15859,118209,2406835,113069,38121,258271,134302,229279,42020,,msa,42020,,2014
"Santa Cruz-Watsonville, CA Metro Area",1427,4243,2720,3921,12556,39470,1916,10652,104871,3030935,117575,39252,257150,141807,218820,42100,,msa,42100,,2014
"Santa Fe, NM Metro Area",930,1522,967,1626,4615,18780,1673,10241,71554,1377495,63106,23896,143457,76685,120282,42140,,msa,42140,,2014
"Santa Isabel, PR Micro Area",415,77,34,134,483,1968,690,1389,9237,161395,6450,11750,23114,7735,17661,42180,,msa,42180,,2014
"Santa Maria-Santa Barbara, CA Metro Area",1357,6334,4412,6377,19869,67728,3728,11537,153565,3569135,184336,68953,414198,219724,344560,42200,,msa,42200,,2014
"Santa Rosa, CA Metro Area",1302,7048,5180,7741,21228,75516,4185,18824,205759,5377550,213425,59716,485077,260677,399649,42220,,msa,42220,,2014
"Sault Ste. Marie, MI Micro Area",612,333,332,372,1006,4268,451,6867,21249,233185,13860,6378,34038,16810,31819,42300,,msa,42300,,2014
"Savannah, GA Metro Area",940,4853,3493,4572,13737,53135,4306,20582,153562,3658700,156377,60696,349135,180868,284285,42340,,msa,42340,,2014
"Sayre, PA Micro Area",666,485,331,520,916,6094,960,5744,30082,567035,25395,8106,61488,28598,50202,42380,,msa,42380,,2014
"Scottsbluff, NE Micro Area",673,422,191,331,992,4778,518,2040,17566,286470,18217,5215,37873,20501,30396,42420,,msa,42420,,2014
"Scottsboro, AL Micro Area",550,351,285,341,784,5212,1254,4345,24770,520330,20112,9567,52438,23361,42773,42460,,msa,42460,,2014
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",694,5926,3716,5199,16413,72531,7043,33029,258594,5254530,243604,82639,542306,279092,464031,42540,,msa,42540,,2014
"Searcy, AR Micro Area",635,690,485,755,1958,9222,1333,3378,32825,711460,30980,13489,74385,34996,61678,42620,,msa,42620,,2014
"Seattle-Tacoma-Bellevue, WA Metro Area",1128,49644,37497,50036,122185,552027,25888,102720,1484327,46794640,1655617,408050,3499589,1947157,2849382,42660,,msa,42660,,2014
"Sebastian-Vero Beach, FL Metro Area",861,1408,1116,1814,4248,14777,964,19444,76786,1072100,49163,21438,139365,61155,118491,42680,,msa,42680,,2014
"Sebring, FL Metro Area",722,738,437,971,2330,9222,1417,15268,55150,624540,29024,18617,97026,35952,82459,42700,,msa,42700,,2014
"Sedalia, MO Micro Area",681,306,346,453,1362,5086,416,1972,18222,327235,17850,7792,41418,20346,32736,42740,,msa,42740,,2014
