NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"St. Cloud, MN Metro Area",814,2095,1315,1867,4690,24353,1106,5826,81757,2149890,99957,23623,191010,112630,156773,41060,,msa,41060,,2019
"St. George, UT Metro Area",1015,1202,1251,1590,3043,16914,1527,11645,68789,1065115,61407,19289,163692,71464,126752,41100,,msa,41100,,2019
"St. Joseph, MO-KS Metro Area",768,778,741,1174,2947,15998,1545,6879,53996,1028880,55228,17927,117671,60566,101910,41140,,msa,41140,,2019
"St. Louis, MO-IL Metro Area",902,27687,20514,28925,76793,350610,22333,130011,1256945,33989150,1312830,310448,2745684,1475077,2251860,41180,,msa,41180,,2019
"St. Marys, GA Micro Area",945,556,624,457,1515,7243,375,2706,22044,564035,24583,7961,51251,27104,41684,41220,,msa,41220,,2019
"St. Marys, PA Micro Area",591,265,60,307,347,3006,377,3770,17790,274980,14764,2836,29922,16096,25121,41260,,msa,41260,,2019
"Salem, OH Micro Area",663,901,613,848,1832,11001,1579,5292,46829,1092105,42853,14196,99223,48595,84499,41400,,msa,41400,,2019
"Salem, OR Metro Area",986,4546,4003,4693,13652,57161,2822,9971,158314,4343370,177030,57233,411252,202882,331127,41420,,msa,41420,,2019
"Salina, KS Micro Area",756,717,671,616,1395,7812,524,2760,27165,447380,29020,6699,58947,31637,48025,41460,,msa,41460,,2019
"Salinas, CA Metro Area",1495,6586,4714,6792,15003,62255,2636,14665,141820,4241400,181058,54393,416284,202743,331873,41500,,msa,41500,,2019
"Salisbury, MD-DE Metro Area",1024,3488,2686,4085,10272,42608,3793,88159,248312,4174915,167948,48947,389733,192275,335029,41540,,msa,41540,,2019
"Salt Lake City, UT Metro Area",1114,11063,7786,11035,24329,127167,6200,23741,419039,13070215,575645,106959,1185883,645330,903711,41620,,msa,41620,,2019
"San Angelo, TX Metro Area",881,1605,1149,1270,2956,16033,1228,5645,50099,999710,55874,15434,114856,61187,94856,41660,,msa,41660,,2019
"San Antonio-New Braunfels, TX Metro Area",1024,25395,20267,27438,63347,303703,22442,81435,892770,28962025,1087801,349850,2426780,1222517,1912022,41700,,msa,41700,,2019
"San Diego-Chula Vista-Carlsbad, CA Metro Area",1658,51417,36023,53796,144790,525182,21164,88605,1213891,40069285,1514012,374787,3234305,1764675,2671935,41740,,msa,41740,,2019
"Sandpoint, ID Micro Area",853,230,212,359,1003,4268,396,7584,25121,413890,16056,6262,43020,18948,36036,41760,,msa,41760,,2019
"Sandusky, OH Micro Area",756,598,212,756,2224,9590,698,6677,37860,725280,34446,8608,73651,37868,61552,41780,,msa,41780,,2019
"Sanford, NC Micro Area",775,684,286,490,1586,7293,416,2615,24509,653470,25654,9565,59433,28992,47170,41820,,msa,41820,,2019
"San Francisco-Oakland-Berkeley, CA Metro Area",1905,63527,45801,62569,169840,772243,32441,107209,1810484,75895430,2215329,418640,4639622,2610816,3869242,41860,,msa,41860,,2019
"San German, PR Metro Area",447,443,326,739,1365,13636,8517,26439,68360,784235,30080,65065,124230,37198,105168,41900,,msa,41900,,2019
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2249,25547,16696,23680,61466,285691,11151,33115,691465,27906095,945662,147595,1956372,1076062,1592951,41940,,msa,41940,,2019
"San Juan-Bayamon-Caguas, PR Metro Area",517,12719,9482,11366,42555,241563,100745,215427,975709,20893425,669675,831583,2083325,837260,1747280,41980,,msa,41980,,2019
"Sayre, PA Micro Area",738,597,328,528,997,6501,781,5639,30660,577455,24954,7643,60147,28153,49125,42380,,msa,42380,,2019
"Scottsbluff, NE Micro Area",755,396,324,374,894,5107,654,2040,17599,249430,16922,4915,37102,19149,29593,42420,,msa,42420,,2019
"Scottsboro, AL Micro Area",590,481,229,351,477,5066,1407,4346,25041,512595,19414,9536,51312,21460,42222,42460,,msa,42460,,2019
"Scottsburg, IN Micro Area",789,327,209,160,342,2515,305,1666,10637,249865,9802,3459,23257,10700,19074,42500,,msa,42500,,2019
"Scranton--Wilkes-Barre, PA Metro Area",789,5371,4012,4983,15307,74819,7635,37199,263810,5612710,248517,77605,534952,278799,458120,42540,,msa,42540,,2019
"Searcy, AR Micro Area",702,1002,479,811,1668,9860,1401,4724,33779,764060,31192,11742,74839,34272,62498,42620,,msa,42620,,2019
"Seattle-Tacoma-Bellevue, WA Metro Area",1492,55682,39388,50569,124094,598882,24723,93473,1592620,58406500,1880633,342356,3812730,2141529,3125212,42660,,msa,42660,,2019
"Sebastian-Vero Beach, FL Metro Area",959,1148,908,1212,3033,12172,922,21486,80098,1216935,53149,17418,152398,62799,131686,42680,,msa,42680,,2019
"Sebring-Avon Park, FL Metro Area",816,715,892,936,2261,10304,1271,14051,55791,644035,31224,18949,101823,37078,87692,42700,,msa,42700,,2019
"Sedalia, MO Micro Area",707,470,298,401,933,5004,385,2246,18279,333205,17404,6794,41503,19987,33037,42740,,msa,42740,,2019
"Selinsgrove, PA Micro Area",727,264,194,266,455,4118,560,1648,16442,432435,18445,3983,38125,20700,33042,42780,,msa,42780,,2019
"Selma, AL Micro Area",643,456,485,449,1614,6469,1103,4509,20419,327350,13763,11204,38546,16142,30693,42820,,msa,42820,,2019
"Seneca, SC Micro Area",762,655,536,701,1894,8725,1422,8392,40370,794265,30345,13436,76679,34019,63576,42860,,msa,42860,,2019
"Seneca Falls, NY Micro Area",781,240,195,265,770,3542,380,2797,16361,310550,14340,3825,31431,15852,28371,42900,,msa,42900,,2019
"Sevierville, TN Micro Area",791,1253,581,819,1973,11395,1084,20214,57424,1113065,43081,13078,95585,49402,79633,42940,,msa,42940,,2019
"Seymour, IN Micro Area",767,221,383,333,948,4681,382,2388,19141,422280,20099,6268,42849,21633,34443,42980,,msa,42980,,2019
"San Luis Obispo-Paso Robles, CA Metro Area",1476,3569,2847,3838,10652,40733,2223,16024,122005,2629935,121038,33261,266098,139024,237717,42020,,msa,42020,,2019
"Santa Cruz-Watsonville, CA Metro Area",1717,3150,3119,3374,11748,38257,2067,10489,106307,3398045,122521,34419,262224,144847,226982,42100,,msa,42100,,2019
"Santa Fe, NM Metro Area",1048,1357,894,1916,3501,18021,1794,11067,72988,1434495,63868,18797,146734,73448,125470,42140,,msa,42140,,2019
"Santa Isabel, PR Micro Area",488,61,57,112,316,1653,435,1827,9194,180765,7456,9867,21757,8602,17658,42180,,msa,42180,,2019
"Santa Maria-Santa Barbara, CA Metro Area",1643,6686,5075,6987,19195,69911,3083,11305,157161,4020715,196453,57556,425052,228476,356516,42200,,msa,42200,,2019
"Santa Rosa-Petaluma, CA Metro Area",1621,7012,5744,7012,18145,72981,3927,18339,207713,5906650,231110,45418,492490,268613,412267,42220,,msa,42220,,2019
"Sault Ste. Marie, MI Micro Area",674,297,226,337,961,4557,436,7444,21443,263220,14690,6257,34009,17152,31624,42300,,msa,42300,,2019
"Savannah, GA Metro Area",1086,4400,3776,4685,13552,58160,4719,19521,162309,4312120,176690,51167,372454,201968,306450,42340,,msa,42340,,2019
"Shawano, WI Micro Area",614,154,276,188,608,4317,487,4839,23251,461950,19703,5795,44629,22303,36411,43020,,msa,43020,,2019
"Shawnee, OK Micro Area",718,541,454,509,1358,7911,913,3886,29803,699430,28783,11177,69046,32170,57119,43060,,msa,43060,,2019
"Sheboygan, WI Metro Area",727,944,709,1187,2005,14340,701,3337,51075,1026380,56370,8110,112045,61559,92536,43100,,msa,43100,,2019
"Shelby, NC Micro Area",696,872,698,851,2255,11482,1824,7976,43614,947265,38422,19391,95255,43841,78747,43140,,msa,43140,,2019
"Shelbyville, TN Micro Area",767,453,286,447,940,5356,371,2104,19133,519510,20856,6818,47692,23017,37316,43180,,msa,43180,,2019
"Shelton, WA Micro Area",988,452,301,243,1414,5491,670,9225,33503,765580,23131,8731,62526,27054,52889,43220,,msa,43220,,2019
"Sheridan, WY Micro Area",836,364,133,214,708,4134,308,1664,14915,210500,13743,1726,29274,15690,24474,43260,,msa,43260,,2019
"Sherman-Denison, TX Metro Area",874,1318,940,1086,3055,15698,1377,7517,55971,1419285,56648,16775,128315,63998,103292,43300,,msa,43300,,2019
"Show Low, AZ Micro Area",720,792,398,789,1887,10923,2136,23021,58011,643630,30178,29663,106309,38298,82886,43320,,msa,43320,,2019
"Shreveport-Bossier City, LA Metro Area",832,4449,4050,5950,15653,59673,6937,27186,183248,3643610,166517,83360,391209,185231,313314,43340,,msa,43340,,2019
"Sidney, OH Micro Area",733,393,236,320,619,5362,322,1840,20448,439320,23826,4240,48071,26229,37941,43380,,msa,43380,,2019
"Sierra Vista-Douglas, AZ Metro Area",783,1098,1052,1263,2818,15586,1396,10945,61108,917180,44347,19476,117255,50158,101327,43420,,msa,43420,,2019
"Sikeston, MO Micro Area",687,399,156,301,1038,5078,601,2029,17259,335755,16083,7512,37873,17600,30405,43460,,msa,43460,,2019
"Silver City, NM Micro Area",671,410,188,179,876,3784,696,3220,15071,163210,9526,6460,26965,10896,22639,43500,,msa,43500,,2019
"Sioux City, IA-NE-SD Metro Area",797,1596,845,1118,2922,18213,1506,4561,59952,1254135,69336,17714,140544,76215,109901,43580,,msa,43580,,2019
"Sioux Falls, SD Metro Area",829,3300,1926,2258,5889,34164,1676,6545,108839,2513700,135071,21956,252917,147658,198628,43620,,msa,43620,,2019
"Snyder, TX Micro Area",761,88,135,113,149,1474,182,1276,7217,106925,6743,2173,15087,7169,13222,43660,,msa,43660,,2019
"Somerset, KY Micro Area",682,494,436,632,1682,7848,1285,6186,31487,551070,24608,14330,63092,27835,51641,43700,,msa,43700,,2019
"Somerset, PA Micro Area",607,626,430,483,962,6501,1004,8815,38459,750520,29815,8559,69090,33975,62428,43740,,msa,43740,,2019
"Sonora, CA Micro Area",1009,546,514,535,1510,6463,659,9051,31553,508710,18880,6443,50532,22150,45972,43760,,msa,43760,,2019
"South Bend-Mishawaka, IN-MI Metro Area",788,2673,2203,2606,7842,36620,3712,20117,143008,3140265,143719,46184,308977,160551,255483,43780,,msa,43780,,2019
"Spartanburg, SC Metro Area",794,2774,1889,2314,6925,34249,3911,12959,129604,3090525,134384,41995,299116,150248,244240,43900,,msa,43900,,2019
"Spearfish, SD Micro Area",761,228,186,280,792,3901,226,2968,14016,220230,12686,3096,24406,13904,21501,43940,,msa,43940,,2019
"Spencer, IA Micro Area",700,156,74,172,371,2328,189,1020,8232,124750,7389,1723,15879,8467,12959,43980,,msa,43980,,2019
"Spirit Lake, IA Micro Area",844,136,133,163,276,1685,195,5680,13854,139060,8599,1392,16902,9387,14285,44020,,msa,44020,,2019
"Spokane-Spokane Valley, WA Metro Area",902,7497,5211,6546,18651,80114,3765,18252,238617,5214460,231504,73516,535168,267182,441705,44060,,msa,44060,,2019
"Springfield, IL Metro Area",818,1823,1253,2047,6572,27175,2108,8568,97467,1903455,94793,29122,204778,106676,167782,44100,,msa,44100,,2019
"Springfield, MA Metro Area",948,9746,6105,8937,25768,98842,5759,22763,291593,7336000,315466,97892,661179,359391,579090,44140,,msa,44140,,2019
"Springfield, MO Metro Area",762,6022,4127,5919,15123,71688,5961,15366,203708,4548995,203794,67860,446585,225246,369733,44180,,msa,44180,,2019
"Springfield, OH Metro Area",749,1476,879,1383,3527,18603,1186,6576,61272,1298680,57758,19570,131347,65406,108131,44220,,msa,44220,,2019
"Starkville, MS Micro Area",778,542,386,687,3104,9493,1634,5189,26769,482440,23060,15635,54391,26703,49544,44260,,msa,44260,,2019
"State College, PA Metro Area",1000,1474,1114,1652,7399,22395,2021,8504,66705,1470240,71979,26030,143344,80524,140544,44300,,msa,44300,,2019
"Statesboro, GA Micro Area",805,1105,540,910,3567,12617,1171,3760,31135,716580,32085,17874,67645,37345,62429,44340,,msa,44340,,2019
"Staunton, VA Metro Area",863,1058,948,850,2908,14523,1254,5059,54388,1258225,54409,12352,115709,60038,100163,44420,,msa,44420,,2019
"Steamboat Springs, CO Micro Area",1282,212,82,348,482,2766,190,7225,16828,254255,12710,2705,24781,14975,21075,44460,,msa,44460,,2019
"Stephenville, TX Micro Area",911,374,265,271,1250,4972,572,4586,18181,348210,18669,7305,39761,20819,34093,44500,,msa,44500,,2019
"Sterling, CO Micro Area",786,325,138,401,489,2917,203,715,9108,190020,10406,2701,21500,11653,18279,44540,,msa,44540,,2019
"Sterling, IL Micro Area",695,500,258,395,1087,5805,391,2739,25823,479985,25216,5852,54873,27520,45125,44580,,msa,44580,,2019
"Stevens Point, WI Micro Area",776,614,591,529,1906,8881,443,2236,30911,680975,35546,8099,67209,39139,58435,44620,,msa,44620,,2019
"Stillwater, OK Micro Area",817,985,775,1438,5127,14878,1355,5537,36325,631460,35257,19739,73664,38656,67604,44660,,msa,44660,,2019
"Stockton, CA Metro Area",1208,9364,6904,9678,25407,99148,5222,14693,243260,9950605,290719,105461,726994,339798,562701,44700,,msa,44700,,2019
"Storm Lake, IA Micro Area",706,172,139,168,246,2663,295,761,8285,137365,9661,2462,19037,10896,15540,44740,,msa,44740,,2019
"Sturgis, MI Micro Area",722,518,240,384,1175,6132,589,3770,27920,575130,26400,8884,59829,29477,47612,44780,,msa,44780,,2019
"Sulphur Springs, TX Micro Area",811,234,194,210,751,4081,635,1957,15381,366250,15548,5027,35842,17168,28455,44860,,msa,44860,,2019
"Summerville, GA Micro Area",608,272,85,285,336,2945,269,1721,10981,233395,8685,4415,22778,9643,19853,44900,,msa,44900,,2019
"Sumter, SC Metro Area",774,1577,1049,1390,3328,17822,2595,11023,65960,1311095,55207,26943,136629,63927,112320,44940,,msa,44940,,2019
"Sunbury, PA Micro Area",663,783,524,798,2013,11421,1553,6390,45465,944420,39315,11552,87589,43706,75909,44980,,msa,44980,,2019
"Susanville, CA Micro Area",956,322,80,264,639,3010,294,3503,12783,161105,7811,2830,21010,9249,26650,45000,,msa,45000,,2019
"Sweetwater, TX Micro Area",695,80,148,159,250,1772,307,1669,7076,105340,6062,2359,14623,6739,11487,45020,,msa,45020,,2019
"Syracuse, NY Metro Area",853,6351,4214,6246,20196,83428,5723,37885,295165,6219915,291727,88282,622738,328983,531375,45060,,msa,45060,,2019
"Tahlequah, OK Micro Area",666,312,482,346,1130,5274,621,5492,22157,450935,18576,10362,46967,21339,39073,45140,,msa,45140,,2019
"Talladega-Sylacauga, AL Micro Area",628,696,573,673,1679,9013,1325,6466,37861,729975,29673,14653,76886,34100,65202,45180,,msa,45180,,2019
"Tallahassee, FL Metro Area",991,5154,3601,5583,17780,61448,5333,22752,170529,3942240,171040,71995,360362,196263,317118,45220,,msa,45220,,2019
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1115,37963,29944,40241,102364,425883,26345,206725,1419992,36422675,1314442,411907,3051848,1527285,2550190,45300,,msa,45300,,2019
"Taos, NM Micro Area",784,276,221,189,751,2854,476,8813,20916,243625,11943,5976,32587,15190,27558,45340,,msa,45340,,2019
"Taylorville, IL Micro Area",674,258,338,167,493,3466,496,1713,15614,341200,14010,3831,31171,15210,26863,45380,,msa,45380,,2019
"Terre Haute, IN Metro Area",722,1724,1401,2182,5307,23440,2483,10768,83670,1810155,78794,28764,173313,88302,152141,45460,,msa,45460,,2019
"Texarkana, TX-AR Metro Area",742,1402,1097,1952,4068,19786,2158,10042,65907,1138560,57378,24942,141904,63859,118366,45500,,msa,45500,,2019
"The Dalles, OR Micro Area",842,196,159,308,614,3897,387,1373,11678,193275,10610,2969,25660,12383,20877,45520,,msa,45520,,2019
"The Villages, FL Metro Area",914,358,501,628,1568,5784,782,14570,70800,544835,21861,9445,115461,26297,117026,45540,,msa,48680,,2019
"Thomaston, GA Micro Area",639,246,150,199,692,3293,747,2001,12155,231090,9956,5359,25581,10900,20923,45580,,msa,45580,,2019
"Thomasville, GA Micro Area",861,356,551,673,1627,6821,971,3120,20715,365515,18617,8408,43827,21142,35127,45620,,msa,45620,,2019
"Tiffin, OH Micro Area",696,456,347,363,965,6006,584,2484,24132,557365,25480,6663,52012,28011,44654,45660,,msa,45660,,2019
"Tifton, GA Micro Area",689,495,381,348,1171,6057,623,1601,16745,324420,17950,8987,38508,18944,31385,45700,,msa,45700,,2019
"Toccoa, GA Micro Area",750,208,87,527,473,2882,305,3081,12624,220510,9897,3291,24841,11455,20850,45740,,msa,45740,,2019
"Toledo, OH Metro Area",752,7620,5122,6669,20898,97319,6956,38255,303331,6219945,293829,102091,626177,331493,517051,45780,,msa,45780,,2019
"Topeka, KS Metro Area",809,2503,1605,2477,6136,30320,1703,10480,105138,2174280,106648,25290,227225,117191,183818,45820,,msa,45820,,2019
"Torrington, CT Micro Area",1065,1401,1266,1498,3878,17429,1290,14109,88252,2575165,89760,12416,179809,102320,152691,45860,,msa,45860,,2019
"Traverse City, MI Micro Area",908,1052,692,949,2526,11850,829,24079,84474,1502695,66623,14568,146524,75638,123425,45900,,msa,45900,,2019
"Trenton-Princeton, NJ Metro Area",1266,3965,3034,4048,12462,48011,2701,14919,144855,4722130,167117,40980,351928,192101,298481,45940,,msa,45940,,2019
"Troy, AL Micro Area",669,355,163,368,1258,4376,863,4522,16123,275685,13599,7701,31521,14932,27622,45980,,msa,45980,,2019
"Truckee-Grass Valley, CA Micro Area",1273,934,549,1230,3109,10539,971,13134,53989,944225,37054,10844,98185,46329,84376,46020,,msa,46020,,2019
"Tucson, AZ Metro Area",907,12900,8988,12948,35562,149062,11050,55173,459912,10406915,418325,167823,998061,486131,834998,46060,,msa,46060,,2019
"Tullahoma-Manchester, TN Micro Area",716,757,403,759,2210,11459,1476,5907,46471,1036625,43386,13793,100312,48155,83243,46100,,msa,46100,,2019
"Tulsa, OK Metro Area",852,10630,7943,10902,25645,134614,11637,48695,430912,9608485,440307,139706,973883,493866,772364,46140,,msa,46140,,2019
"Tupelo, MS Micro Area",721,1111,1014,1278,3320,17954,2779,10509,71189,1589495,69304,25605,161636,76210,128924,46180,,msa,46180,,2019
"Tuscaloosa, AL Metro Area",819,2119,1572,2580,7649,30497,3893,24350,113049,2487085,103081,45615,238103,116128,203280,46220,,msa,46220,,2019
"Twin Falls, ID Metro Area",791,826,1038,912,2145,12513,1411,2645,41813,869970,47853,16453,107244,53130,80891,46300,,msa,46300,,2019
"Tyler, TX Metro Area",941,1672,2057,2166,5339,26089,2335,12740,90418,2326535,95528,34116,222154,107802,177448,46340,,msa,46340,,2019
"Ukiah, CA Micro Area",1146,1040,753,1335,3696,13797,1586,6552,40960,686805,33095,15251,85684,41349,70884,46380,,msa,46380,,2019
"Union, SC Micro Area",690,164,209,306,552,3629,680,2663,14095,302965,11256,5834,27001,12680,22267,46420,,msa,46420,,2019
"Union City, TN Micro Area",621,475,285,238,689,4463,843,1901,14618,253200,12283,6267,29766,13643,24464,46460,,msa,46460,,2019
"Urbana, OH Micro Area",696,324,123,311,496,4068,249,1627,16786,437980,17310,3845,37897,19395,31345,46500,,msa,46500,,2019
"Urban Honolulu, HI Metro Area",1745,12093,9239,14430,37201,137044,8475,37776,350571,13953440,479981,79070,953141,531051,797370,46520,,msa,46520,,2019
"Utica-Rome, NY Metro Area",749,2726,1645,2773,7715,35654,3019,24845,139098,2524550,122551,42022,278819,138304,237430,46540,,msa,46540,,2019
"Uvalde, TX Micro Area",645,209,212,199,175,2359,537,2319,11160,203590,10728,4737,26410,11831,20669,46620,,msa,46620,,2019
"Valdosta, GA Metro Area",786,1827,1370,1802,4884,23160,3733,8843,61735,1225830,59911,33889,140560,66631,114202,46660,,msa,46660,,2019
"Vallejo, CA Metro Area",1592,5770,4475,4907,14592,57716,2414,7935,157800,6505685,196052,41121,430780,223788,353910,46700,,msa,46700,,2019
"Van Wert, OH Micro Area",712,112,129,274,523,2645,337,1163,12707,266975,13221,3090,27821,14221,22433,46780,,msa,46780,,2019
"Vermillion, SD Micro Area",741,141,80,263,806,2422,150,806,6039,108740,6832,2644,11790,8283,11806,46820,,msa,46820,,2019
"Vernal, UT Micro Area",811,223,200,85,337,2546,230,3178,13747,274660,14096,4479,35679,16266,25417,46860,,msa,46860,,2019
"Vernon, TX Micro Area",616,140,89,113,260,2034,206,1060,6240,84530,6024,2390,12447,6538,10313,46900,,msa,46900,,2019
"Vicksburg, MS Micro Area",720,380,413,282,1661,6182,1035,3827,22062,381635,18913,9487,45990,20753,36624,46980,,msa,46980,,2019
"Victoria, TX Metro Area",912,860,819,790,2463,11453,1200,5938,40920,880445,42687,14600,98040,47962,77398,47020,,msa,47020,,2019
"Vidalia, GA Micro Area",604,319,155,408,1035,4913,712,3064,16191,303675,13326,7727,34839,15360,28050,47080,,msa,47080,,2019
"Vincennes, IN Micro Area",659,411,226,432,911,5330,488,2076,17114,350415,17440,5381,34676,18998,30139,47180,,msa,47180,,2019
"Vineland-Bridgeton, NJ Metro Area",1069,1657,1300,1683,6001,17636,962,5719,56448,1392090,58891,23051,139782,66521,119686,47220,,msa,47220,,2019
"Vineyard Haven, MA Micro Area",1459,129,160,167,428,1872,394,11137,17902,92490,7328,1299,17168,9050,14535,47240,,msa,47240,,2019
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1180,24184,18286,24813,57086,254454,13569,71190,735011,20870305,846760,190903,1690683,944898,1414928,47260,,msa,47260,,2019
"Visalia, CA Metro Area",942,5141,3717,6225,15548,59372,4504,10756,148994,3783200,167293,108512,456186,197822,334664,47300,,msa,47300,,2019
"Wabash, IN Micro Area",706,230,234,207,684,3346,298,1292,14154,290750,13959,3387,29385,15434,25650,47340,,msa,47340,,2019
"Waco, TX Metro Area",864,3315,2383,3195,9456,38148,3770,13670,108923,2278210,114718,50320,256812,126048,209758,47380,,msa,47380,,2019
"Wahpeton, ND-MN Micro Area",644,282,116,212,405,2591,369,1259,10854,197805,10798,2213,21269,12018,18159,47420,,msa,47420,,2019
"Walla Walla, WA Metro Area",926,573,536,822,2176,7969,392,2099,24745,393740,24610,7329,55272,27986,48957,47460,,msa,47460,,2019
"Wapakoneta, OH Micro Area",729,248,194,270,847,4584,463,1014,19902,440310,22487,3773,45036,24158,36050,47540,,msa,47540,,2019
"Warner Robins, GA Metro Area",888,2249,1159,1936,5176,24275,1680,7478,74670,1847525,81236,26692,176598,90615,140373,47580,,msa,47580,,2019
"Warren, PA Micro Area",614,276,133,261,581,3958,609,6514,23629,344655,17249,4926,39012,19137,33022,47620,,msa,47620,,2019
"Kingsport-Bristol, TN-VA Metro Area",663,2722,2059,2309,6278,35284,5449,21073,149147,2837605,121162,49841,299823,136282,254173,28700,,msa,28700,,2019
"Kingston, NY Metro Area",1112,1732,1657,1642,6596,21999,1670,15819,85139,2284760,78729,23571,170910,92003,150819,28740,,msa,28740,,2019
"Kingsville, TX Micro Area",857,399,346,439,1142,5325,794,2408,13560,258525,13199,7935,29652,14875,24828,28780,,msa,28780,,2019
"Kinston, NC Micro Area",717,749,503,802,1946,9410,1006,4459,27607,515800,22053,12836,55386,25966,45461,28820,,msa,28820,,2019
"Kirksville, MO Micro Area",632,288,338,264,958,4150,719,2915,13648,217405,11808,6220,27251,13293,24697,28860,,msa,28860,,2019
"Klamath Falls, OR Micro Area",772,750,324,848,2641,9962,730,5669,33555,396145,24749,12853,66002,29047,53969,28900,,msa,28900,,2019
"Knoxville, TN Metro Area",833,8842,6459,8088,21019,106893,10972,45223,386432,8906595,372513,121796,833002,420558,697332,28940,,msa,28940,,2019
"Kalamazoo-Portage, MI Metro Area",812,3396,2280,2903,7964,37231,1573,8663,112108,2553690,125453,38054,254596,141491,211797,28020,,msa,28020,,2019
"Kalispell, MT Micro Area",855,797,674,771,1893,10035,858,10012,48785,859105,43794,10831,98998,50102,80383,28060,,msa,28060,,2019
"Kankakee, IL Metro Area",887,1240,495,1101,3169,12724,696,5766,45562,1190730,48318,15039,106111,53770,88183,28100,,msa,28100,,2019
"Kansas City, MO-KS Metro Area",961,24319,17685,22682,53964,289827,15760,79509,910009,23646460,1014773,219899,2090932,1135846,1664934,28140,,msa,28140,,2019
"Kapaa, HI Micro Area",1375,721,586,579,1480,8338,996,8358,31016,731095,33012,5752,70984,38043,57623,28180,,msa,28180,,2019
"Kearney, NE Micro Area",767,545,460,532,1435,7390,529,1721,23449,465365,29221,6955,53251,31640,43860,28260,,msa,28260,,2019
"Keene, NH Micro Area",949,651,805,659,1814,9212,565,5447,35588,826245,35559,6409,71402,41290,64043,28300,,msa,28300,,2019
"Kendallville, IN Micro Area",712,343,216,287,504,4274,410,2279,20555,486470,21877,3453,46413,23953,36993,28340,,msa,28340,,2019
"Kennett, MO Micro Area",576,302,246,327,1018,4685,711,2086,14428,234200,10996,7505,29205,12493,23225,28380,,msa,28380,,2019
"Kennewick-Richland, WA Metro Area",955,2725,1543,2695,6161,30912,1902,5460,104304,2624940,120793,36894,285104,136402,215424,28420,,msa,28420,,2019
"Kerrville, TX Micro Area",874,538,509,495,859,6267,768,3233,24636,419955,20584,5880,50232,23551,42993,28500,,msa,28500,,2019
"Ketchikan, AK Micro Area",1169,154,165,220,468,2075,138,1004,6401,98465,6913,1304,13617,7772,11098,28540,,msa,28540,,2019
"Key West, FL Micro Area",1627,1393,862,1369,3595,12990,779,21450,53518,698280,37949,8160,74532,42410,65747,28580,,msa,28580,,2019
"Kill Devil Hills, NC Micro Area",1089,240,338,365,907,3978,355,19216,34745,348395,16518,3230,35970,19354,30068,28620,,msa,28620,,2019
"Killeen-Temple, TX Metro Area",921,5716,4602,5865,12257,67216,4233,23250,176068,4064040,187369,56861,418193,214896,337734,28660,,msa,28660,,2019
"Kokomo, IN Metro Area",700,665,500,634,2499,10325,740,4695,39396,691265,34942,12046,80868,39150,66053,29020,,msa,29020,,2019
"Laconia, NH Micro Area",999,433,361,397,1472,6134,462,13555,38607,746940,28988,5186,60025,32661,51021,29060,,msa,29060,,2019
"La Crosse-Onalaska, WI-MN Metro Area",825,1435,932,1569,3929,19209,1100,3297,59068,1294805,68684,16010,131292,75369,112175,29100,,msa,29100,,2019
"Lafayette, LA Metro Area",811,3711,3024,4499,11840,56241,9310,27693,209491,5431350,211423,91848,480710,237122,381624,29180,,msa,29180,,2019
"Lafayette-West Lafayette, IN Metro Area",840,3016,2364,2759,8894,34656,2493,8282,93599,2065985,107226,36679,210988,119312,186005,29200,,msa,29200,,2019
"La Grande, OR Micro Area",818,387,260,224,567,3797,315,1121,11829,181925,10641,3573,25679,12492,21221,29260,,msa,29260,,2019
"LaGrange, GA-AL Micro Area",792,998,795,1078,3594,15000,1858,7141,45517,1035180,42578,20211,101228,47288,81672,29300,,msa,29300,,2019
"Lake Charles, LA Metro Area",833,1987,1611,2240,5386,25738,2843,13779,94293,1940795,89618,34946,205008,98673,162066,29340,,msa,29340,,2019
"Lake City, FL Micro Area",829,503,524,418,1206,7180,1120,3900,29033,619625,24942,10261,64977,29083,56542,29380,,msa,29380,,2019
"Lake Havasu City-Kingman, AZ Metro Area",826,2209,1617,2374,4554,26697,3097,27684,114573,1431035,68044,33364,203644,79369,175830,29420,,msa,29420,,2019
"Lakeland-Winter Haven, FL Metro Area",978,6286,4992,6272,16244,73195,5967,60173,295456,7510055,269784,106475,672585,303665,550530,29460,,msa,29460,,2019
"Lamesa, TX Micro Area",645,83,127,54,267,1327,178,865,5187,69400,4116,2840,10950,4764,9947,29500,,msa,29500,,2019
"Lancaster, PA Metro Area",1009,4610,4152,5497,15201,64403,3202,9365,210985,5904500,253668,53659,528680,282885,427196,29540,,msa,29540,,2019
"Lansing-East Lansing, MI Metro Area",858,5496,4190,5680,17030,71877,4029,18447,233088,5600860,250495,77972,524254,283591,447654,29620,,msa,29620,,2019
"Laramie, WY Micro Area",796,789,400,726,2224,7806,371,3322,19266,252195,19855,7454,35944,22381,32724,29660,,msa,29660,,2019
