NAME,B25064_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B25070_001E,B25070_011E,B25002_003E,B25002_001E,B08013_001E,B08012_001E,B17001_002E,B17001_001E,B23025_002E,B23025_001E,metropolitan statistical area/micropolitan statistical area,metropolitan division,geo_level,geo_code,parent_cbsa,year
"Albert Lea, MN Micro Area",681,372,156,185,488,3034,242,1348,14357,274285,14358,3295,29923,15688,24510,10660,,msa,10660,,2019
"Albertville, AL Micro Area",649,653,668,687,1741,10403,1707,5714,40597,927195,37738,19147,94283,40975,74429,10700,,msa,10700,,2019
"Albuquerque, NM Metro Area",892,9490,7212,10053,27930,115957,9197,38252,389606,9389090,394210,145857,900195,446536,731662,10740,,msa,10740,,2019
"Alexander City, AL Micro Area",655,367,269,406,826,4911,1154,8769,29006,519720,18426,8945,50331,21130,42181,10760,,msa,10760,,2019
"Alexandria, LA Metro Area",809,1697,1373,1751,4410,20752,3196,12014,67491,1447000,59839,28453,146147,66594,120647,10780,,msa,10780,,2019
"Alexandria, MN Micro Area",733,517,152,316,931,4283,258,4489,21152,322505,17672,2814,37037,19895,30306,10820,,msa,10820,,2019
"Alice, TX Micro Area",692,441,336,437,637,5030,1381,5448,21946,547985,19364,11814,51110,21676,39328,10860,,msa,10860,,2019
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",1066,9656,6143,9237,22876,100099,5722,29043,349572,10870895,387908,84600,813537,438377,682523,10900,,msa,10900,,2019
"Alma, MI Micro Area",687,280,305,237,875,3863,530,1295,16330,367190,15337,5890,35178,17352,33788,10940,,msa,10940,,2019
"Alpena, MI Micro Area",596,235,108,245,448,2812,258,3304,16056,198560,11920,4002,28004,13506,23864,10980,,msa,10980,,2019
"Altoona, PA Metro Area",722,1406,972,1155,3621,15749,1332,4721,56847,1100595,53824,17648,120340,59393,101131,11020,,msa,11020,,2019
"Altus, OK Micro Area",737,344,274,331,438,4052,567,2354,12116,168935,11110,4204,24328,12323,19243,11060,,msa,11060,,2019
"Amarillo, TX Metro Area",853,2775,2049,2565,7693,34952,2336,11785,109130,2354310,121361,34902,253383,131417,202980,11100,,msa,11100,,2019
"Americus, GA Micro Area",731,537,551,422,1158,5652,689,2723,16097,269930,13218,8464,33147,15410,27980,11140,,msa,11140,,2019
"Ames, IA Metro Area",892,1316,853,1609,5927,19972,1461,3160,51925,1165480,61249,19995,111989,68481,104189,11180,,msa,11180,,2019
"Amsterdam, NY Micro Area",783,682,242,446,1763,6205,570,3836,23496,504050,20338,9544,48265,23203,39377,11220,,msa,11220,,2019
"Anchorage, AK Metro Area",1288,4573,2970,3952,9868,48358,2352,21411,159195,4185420,187381,36485,389722,214094,309140,11260,,msa,11260,,2019
"Andrews, TX Micro Area",1028,86,87,90,192,1443,251,723,6296,189425,8021,1647,17927,8484,13071,11380,,msa,11380,,2019
"Angola, IN Micro Area",783,313,104,175,169,3170,373,5725,19986,361730,16757,3061,32823,18170,28187,11420,,msa,11420,,2019
"Ann Arbor, MI Metro Area",1114,4313,2489,4242,14701,54913,2789,9778,151023,4214915,174422,48500,346834,198008,306370,11460,,msa,11460,,2019
"Anniston-Oxford, AL Metro Area",716,935,795,942,2660,13351,1622,9026,53631,1149805,46008,19969,111542,52674,92886,11500,,msa,11500,,2019
"Appleton, WI Metro Area",804,1717,1446,1758,3864,25093,1236,4273,97728,2431170,120999,17069,231872,131519,186084,11540,,msa,11540,,2019
"Arcadia, FL Micro Area",687,439,319,563,605,3654,436,3117,15189,327765,12441,9399,35018,14250,30529,11580,,msa,11580,,2019
"Ardmore, OK Micro Area",764,409,293,493,1113,6581,808,4704,26311,482495,23812,9128,57405,26578,45328,11620,,msa,11620,,2019
"Arecibo, PR Metro Area",438,813,607,991,2943,20041,10593,17418,82965,1344850,48877,85578,179643,59302,151236,11640,,msa,11640,,2019
"Arkadelphia, AR Micro Area",606,336,235,263,687,3587,381,2087,10533,211290,10173,4017,19798,10799,18643,11660,,msa,11660,,2019
"Asheville, NC Metro Area",911,6063,4793,6108,11498,61824,5669,35880,227636,4184550,195153,54379,444482,224403,379153,11700,,msa,11700,,2019
"Ashland, OH Micro Area",725,316,287,233,781,5352,582,1895,22312,550630,24093,7048,51060,26529,42900,11740,,msa,11740,,2019
"Ashtabula, OH Micro Area",696,1097,457,1068,2443,11152,1466,8342,46174,959170,38380,18825,94629,43452,78853,11780,,msa,11780,,2019
"Astoria, OR Micro Area",927,552,383,464,1014,5974,501,6647,22447,343215,16923,3864,38506,19279,32445,11820,,msa,11820,,2019
"Atchison, KS Micro Area",660,132,63,74,246,1825,420,1003,6961,140220,7246,2269,14910,8019,12806,11860,,msa,11860,,2019
"Athens, OH Micro Area",791,657,295,543,3210,9509,1198,4132,26689,554910,26744,16942,56177,30355,57409,11900,,msa,11900,,2019
"Athens, TN Micro Area",694,400,322,429,1388,5521,753,2614,23418,446075,19991,9937,51553,22723,43216,11940,,msa,11940,,2019
"Athens, TX Micro Area",785,471,492,503,1635,7624,1248,10489,41246,979710,30557,13599,79575,33945,65945,11980,,msa,11980,,2019
"Baton Rouge, LA Metro Area",922,6888,5567,7717,23155,95546,12079,55871,364402,10291590,381373,131831,831089,426679,675904,12940,,msa,12940,,2019
"Battle Creek, MI Metro Area",751,1269,974,1719,3687,16248,830,6898,60889,1168805,56637,21423,130391,64143,107038,12980,,msa,12980,,2019
"Athens-Clarke County, GA Metro Area",853,2411,2089,3462,10292,36079,3080,7160,85822,1994815,91670,43329,196815,104917,170958,12020,,msa,12020,,2019
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",1156,68091,49057,71254,171543,773109,38521,195598,2299958,85220200,2646896,698041,5765678,3079053,4584199,12060,,msa,12060,,2019
"Atlantic City-Hammonton, NJ Metro Area",1120,3336,2261,3888,9030,32825,1549,28401,128251,3013530,120830,34691,260341,139427,215890,12100,,msa,12100,,2019
"Atmore, AL Micro Area",616,280,288,327,542,4146,1018,3497,16586,277460,12517,7551,34089,14365,29780,12120,,msa,12120,,2019
"Auburn, IN Micro Area",701,295,224,300,472,4020,319,1244,18045,399680,20629,4821,42485,22333,33693,12140,,msa,12140,,2019
"Auburn, NY Micro Area",763,606,307,694,1907,8970,706,5856,37077,801665,34106,8812,72846,38351,64074,12180,,msa,12180,,2019
"Auburn-Opelika, AL Metro Area",856,1223,1245,1984,6105,23126,2684,8735,68972,1639235,70929,30423,155265,79457,130253,12220,,msa,12220,,2019
"Augusta-Richmond County, GA-SC Metro Area",877,5250,4019,6769,16992,70833,7185,42808,258018,6139255,250694,95655,582902,282901,476186,12260,,msa,12260,,2019
"Augusta-Waterville, ME Micro Area",761,1476,701,1151,3034,15353,1513,10649,62754,1313215,55543,15117,118001,62283,101057,12300,,msa,12300,,2019
"Austin, MN Micro Area",716,257,228,529,609,4206,243,1506,17071,331770,18215,5277,39053,19992,30950,12380,,msa,12380,,2019
"Austin-Round Rock-Georgetown, TX Metro Area",1273,29697,21398,26297,67710,319758,14405,65548,830537,27647100,1016902,223588,2071838,1182941,1674911,12420,,msa,12420,,2019
"Bainbridge, GA Micro Area",677,90,197,265,733,4287,718,2132,12216,229930,10040,6203,25476,11086,20862,12460,,msa,12460,,2019
"Bakersfield, CA Metro Area",978,9946,7667,11822,28816,112728,7208,27835,298117,7592030,325983,179980,857145,382901,656416,12540,,msa,12540,,2019
"Baltimore-Columbia-Towson, MD Metro Area",1295,29154,21958,28642,82954,351294,19251,110269,1160178,41750625,1331638,274713,2728006,1505265,2250483,12580,,msa,12580,,2019
"Bangor, ME Metro Area",799,1307,1261,1794,4102,19033,1498,13633,75789,1522630,68049,21501,145179,77077,127529,12620,,msa,12620,,2019
"Baraboo, WI Micro Area",801,786,482,727,1440,8159,496,4192,30414,709675,32204,6228,62901,35175,51048,12660,,msa,12660,,2019
"Bardstown, KY Micro Area",761,245,66,296,636,4292,512,1198,19051,533385,20325,4147,45036,22729,35888,12680,,msa,12680,,2019
"Barnstable Town, MA Metro Area",1311,1657,1329,1623,4870,19036,1847,69234,163557,2299885,96225,13529,210562,110854,185337,12700,,msa,12700,,2019
"Barre, VT Micro Area",916,727,543,388,1230,7339,602,5932,30760,646925,28209,5916,56075,32205,48602,12740,,msa,12740,,2019
"Bartlesville, OK Micro Area",740,392,331,339,1057,5968,828,3285,23740,399605,21199,6738,50822,23517,40813,12780,,msa,12780,,2019
"Batavia, NY Micro Area",747,412,255,509,1314,6591,708,2038,25797,625650,28073,6189,56919,30851,47515,12860,,msa,12860,,2019
"Batesville, AR Micro Area",604,584,392,316,873,5762,1048,4638,26407,401545,20843,9792,53072,22918,43352,12900,,msa,12900,,2019
"Bay City, MI Metro Area",663,678,732,894,1959,10302,737,3950,48289,1009710,44378,16266,102883,50274,85481,13020,,msa,13020,,2019
"Bay City, TX Micro Area",851,206,215,256,734,4061,640,5706,19554,346115,15007,6884,36334,16676,28456,13060,,msa,13060,,2019
"Beatrice, NE Micro Area",640,185,125,290,384,2732,173,1470,10449,212820,10128,2251,21117,11445,17230,13100,,msa,13100,,2019
"Beaumont-Port Arthur, TX Metro Area",857,3780,3055,3772,8991,47900,5128,25383,170691,3641575,162223,59745,376513,176377,309685,13140,,msa,13140,,2019
"Beaver Dam, WI Micro Area",810,777,578,626,1894,10584,587,2825,37805,1004110,42808,6903,83476,47190,71794,13180,,msa,13180,,2019
"Beckley, WV Metro Area",671,720,481,975,2495,12275,2759,9029,57673,1087350,41360,22083,114352,47811,96983,13220,,msa,13220,,2019
"Bedford, IN Micro Area",686,401,161,317,705,4324,628,2376,21157,475555,20041,5549,44695,21891,36790,13260,,msa,13260,,2019
"Beeville, TX Micro Area",868,131,134,228,778,3084,538,2470,10739,201150,9636,5120,24846,10905,26560,13300,,msa,13300,,2019
"Bellefontaine, OH Micro Area",725,253,281,366,577,4823,516,4733,23410,443640,20105,5090,44753,22711,36144,13340,,msa,13340,,2019
"Bellingham, WA Metro Area",1060,2581,2786,2725,8808,32943,1616,10167,96690,2160350,98333,30432,215555,113814,182461,13380,,msa,13380,,2019
"Bemidji, MN Micro Area",765,395,299,544,1545,5722,362,4223,21595,372485,19242,8306,43962,22726,35787,13420,,msa,13420,,2019
"Bend, OR Metro Area",1208,2060,1906,1770,5882,24588,1645,14317,88714,1542140,79172,19976,185187,96326,152562,13460,,msa,13460,,2019
"Bennettsville, SC Micro Area",610,113,268,252,647,3571,851,2436,12049,220150,8806,6298,23886,10464,22006,13500,,msa,13500,,2019
"Bennington, VT Micro Area",812,272,147,318,689,3787,308,6572,21153,313855,15560,3742,34357,18023,29649,13540,,msa,13540,,2019
"Berlin, NH Micro Area",745,208,273,310,750,4040,254,7826,21594,276295,12940,3675,29378,15245,27228,13620,,msa,13620,,2019
"Big Rapids, MI Micro Area",712,336,335,193,1156,4214,523,5731,21539,394100,17033,8541,40240,19980,36233,13660,,msa,13660,,2019
"Big Spring, TX Micro Area",868,287,83,243,805,3829,395,2116,13180,259630,13845,5470,31555,15417,29189,13700,,msa,13700,,2019
"Oshkosh-Neenah, WI Metro Area",766,1869,1381,2175,4403,24555,834,5012,75606,1545400,83543,18396,162424,90796,139430,36780,,msa,36780,,2019
"Oskaloosa, IA Micro Area",652,142,167,79,566,2766,211,942,9869,193460,10380,2949,21567,11499,17477,36820,,msa,36820,,2019
"Othello, WA Micro Area",822,166,65,84,352,2202,364,635,6608,130020,6978,4951,19332,8270,13390,36830,,msa,36830,,2019
"Ottawa, IL Micro Area",755,1436,896,1217,3046,16390,1545,7774,68980,1523875,66837,18706,144524,74980,120784,36837,,msa,36837,,2019
"Ottawa, KS Micro Area",793,174,309,187,443,2801,129,1128,11246,289210,12100,2441,24809,13248,20200,36840,,msa,36840,,2019
"Ottumwa, IA Micro Area",718,419,182,282,912,4124,413,1589,16070,283040,15490,5132,34348,17397,27993,36900,,msa,36900,,2019
"Owatonna, MN Micro Area",770,330,248,297,784,3649,194,936,15628,320995,17858,3236,36180,19655,28430,36940,,msa,36940,,2019
"Owensboro, KY Metro Area",755,1333,712,995,2888,14393,1258,3855,51154,1069690,51298,18660,115356,56443,92366,36980,,msa,36980,,2019
"Oak Harbor, WA Micro Area",1218,1073,679,1039,1754,9921,700,7134,41902,979550,34533,6291,80217,40214,69518,36020,,msa,36020,,2019
"Ocala, FL Metro Area",896,2834,1640,2687,8193,34791,3976,29813,168985,2974880,115545,55192,343041,137479,295412,36100,,msa,36100,,2019
"Ocean City, NJ Metro Area",1169,605,549,1072,2589,8982,1007,59141,99312,914155,40117,8878,90966,45904,78754,36140,,msa,36140,,2019
"Odessa, TX Metro Area",1059,1715,851,1378,2701,18443,1699,5863,58393,1700380,71851,18899,158804,79868,116949,36220,,msa,36220,,2019
"Ogden-Clearfield, UT Metro Area",982,4351,3045,3634,8521,50668,2639,13922,223039,6813375,296509,48464,656941,328262,479299,36260,,msa,36260,,2019
"Ogdensburg-Massena, NY Micro Area",741,703,521,749,2900,11337,1117,11261,53194,843710,40633,17328,96981,47317,89297,36300,,msa,36300,,2019
"Oil City, PA Micro Area",622,474,288,553,785,5501,713,5570,27620,492025,21661,6513,50605,24335,43055,36340,,msa,36340,,2019
"Okeechobee, FL Micro Area",772,467,269,284,795,3871,447,4775,18679,361115,14791,7982,37948,16418,33433,36380,,msa,36380,,2019
"Oklahoma City, OK Metro Area",876,14887,10695,15168,36515,186413,14250,58058,573266,14573415,634602,186957,1349560,702177,1077695,36420,,msa,36420,,2019
"Olean, NY Micro Area",655,630,520,787,1891,9001,828,9817,41596,702460,31782,12324,74679,35692,61926,36460,,msa,36460,,2019
"Olympia-Lacey-Tumwater, WA Metro Area",1218,3809,2869,3440,9009,38075,1794,6573,116556,3281880,122607,28660,276118,141687,226692,36500,,msa,36500,,2019
"Omaha-Council Bluffs, NE-IA Metro Area",927,10579,7921,10042,23092,123845,6856,26930,386254,9464860,461632,93901,912773,507307,718050,36540,,msa,36540,,2019
"Oxford, MS Micro Area",954,476,607,265,2515,7105,813,6932,25653,464035,23748,10788,48878,26522,44747,37060,,msa,37060,,2019
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",1776,10022,7786,10862,26580,99866,4448,17856,288896,10427805,383438,74645,835220,441661,673573,37100,,msa,37100,,2019
"Ozark, AL Micro Area",730,643,273,528,1260,7506,713,4297,23103,425700,19744,8424,47739,22104,39177,37120,,msa,37120,,2019
"Paducah, KY-IL Micro Area",708,1081,765,617,2383,12548,1743,7355,47953,775375,39875,14917,94574,43722,77798,37140,,msa,37140,,2019
"Pahrump, NV Micro Area",850,284,290,470,1071,5571,739,3316,22404,359935,13905,7157,43725,16151,37674,37220,,msa,37220,,2019
"Palatka, FL Micro Area",728,568,664,561,1816,8471,1624,8472,37415,762645,24366,16932,71761,28344,59191,37260,,msa,37260,,2019
"Palestine, TX Micro Area",770,476,498,373,610,5071,709,3799,20476,427620,18294,6598,44348,19868,47967,37300,,msa,37300,,2019
"Palm Bay-Melbourne-Titusville, FL Metro Area",1068,4670,4592,5530,13685,59148,3935,47756,278173,5885135,233536,68456,578893,267746,491256,37340,,msa,37340,,2019
"Pampa, TX Micro Area",743,167,71,150,467,2147,378,2271,10456,173225,9148,3505,21484,9918,17861,37420,,msa,37420,,2019
"Panama City, FL Metro Area",1049,2579,1624,2175,5654,24934,1429,31637,103059,1940280,80720,26221,179751,90550,147605,37460,,msa,37460,,2019
"Paragould, AR Micro Area",698,610,158,461,993,5693,527,1753,19007,371150,17721,7246,44080,20313,35266,37500,,msa,37500,,2019
"Paris, TN Micro Area",643,315,63,419,557,3183,445,3842,17236,255300,11994,6382,31720,13320,26428,37540,,msa,37540,,2019
"Paris, TX Micro Area",735,568,396,470,1446,7033,904,2981,22774,407620,20606,8530,48911,22606,39106,37580,,msa,37580,,2019
"Parkersburg-Vienna, WV Metro Area",710,861,686,850,1902,10531,1801,5593,43586,758250,36027,15052,89720,39955,73882,37620,,msa,37620,,2019
"Parsons, KS Micro Area",633,199,215,242,423,2493,282,1882,10058,136530,9063,3619,19672,9844,15855,37660,,msa,37660,,2019
"Payson, AZ Micro Area",816,336,407,219,702,5364,1124,11597,33542,352745,17268,11367,52641,20525,43850,37740,,msa,37740,,2019
"Pearsall, TX Micro Area",818,138,77,83,170,1406,312,1451,5993,119860,6214,3618,15557,7112,15767,37770,,msa,37770,,2019
"Pecos, TX Micro Area",873,24,58,29,242,980,226,1159,4707,104340,5655,2048,13610,6529,12557,37780,,msa,37780,,2019
"Pella, IA Micro Area",721,212,97,329,455,3902,255,871,14236,305005,15788,2466,31593,17293,26321,37800,,msa,37800,,2019
"Pensacola-Ferry Pass-Brent, FL Metro Area",1015,5378,4693,5930,11131,60862,4363,29386,213004,5110945,203541,57649,463324,237961,395554,37860,,msa,37860,,2019
"Peoria, IL Metro Area",764,3225,2168,3242,9100,45431,4086,19810,182992,3645935,176704,47966,394502,198019,323357,37900,,msa,37900,,2019
"Peru, IN Micro Area",714,370,358,149,678,3881,368,1794,15405,354685,14716,5110,33444,16153,29110,37940,,msa,37940,,2019
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1143,61541,43456,58918,191950,746038,47680,208091,2488203,84446655,2793001,732592,5929560,3202220,4904034,37980,,msa,37980,,2019
"Phoenix-Mesa-Chandler, AZ Metro Area",1124,52232,39015,53630,133000,619702,37711,221627,1915023,54785200,2042299,641626,4677963,2353146,3746344,38060,,msa,38060,,2019
"Picayune, MS Micro Area",765,299,198,270,821,4666,753,4366,25386,697350,20379,9188,53717,23674,44257,38100,,msa,38100,,2019
"Pierre, SD Micro Area",683,269,62,160,397,2615,197,739,9543,127685,10554,1995,19496,11389,16290,38180,,msa,38180,,2019
"Pine Bluff, AR Metro Area",725,812,605,880,2398,11791,1705,8661,42452,672030,30907,17102,79222,35306,73866,38220,,msa,38220,,2019
"Pinehurst-Southern Pines, NC Micro Area",879,534,385,629,1975,9678,689,7452,47273,977075,39252,10878,95974,45527,78722,38240,,msa,38240,,2019
"Pittsburg, KS Micro Area",717,543,296,648,1706,6208,444,2857,18141,302090,17917,7513,36940,19518,31401,38260,,msa,38260,,2019
"Pittsburgh, PA Metro Area",831,23760,15668,21775,62963,307199,23885,116728,1126143,29253330,1081822,253654,2273555,1220508,1940717,38300,,msa,38300,,2019
"Pittsfield, MA Metro Area",872,1858,915,1512,3729,16885,1260,14266,69079,1170140,59033,13063,119987,67243,107763,38340,,msa,38340,,2019
"Plainview, TX Micro Area",647,224,134,193,600,4123,786,2468,13401,229900,13467,5046,31508,15073,25606,38380,,msa,38380,,2019
"Platteville, WI Micro Area",709,374,326,385,1004,5804,651,2493,22076,502235,23881,7278,48031,26854,42220,38420,,msa,38420,,2019
"Plattsburgh, NY Micro Area",810,882,570,689,1987,10491,946,5275,36576,655205,33978,10902,72677,37438,67584,38460,,msa,38460,,2019
"Plymouth, IN Micro Area",754,217,356,538,826,4375,470,2951,20255,448240,20031,5918,45608,22190,36024,38500,,msa,38500,,2019
"Pocatello, ID Metro Area",689,690,623,711,2225,10787,848,3508,37296,692355,38114,14575,91226,43418,71249,38540,,msa,38540,,2019
"Point Pleasant, WV-OH Micro Area",665,296,192,308,850,5223,1327,4364,26986,604765,20994,10192,55218,23201,45815,38580,,msa,38580,,2019
"Ponca City, OK Micro Area",674,334,254,490,820,5731,768,3905,21515,315665,17916,7517,43436,20183,34615,38620,,msa,38620,,2019
"Ponce, PR Metro Area",402,1317,760,1009,3651,26724,13324,20272,101401,1512700,60046,113335,222531,75895,185843,38660,,msa,38660,,2019
"Pontiac, IL Micro Area",715,211,257,228,881,3890,314,1612,15919,325720,15123,5057,33702,16835,29369,38700,,msa,38700,,2019
"Poplar Bluff, MO Micro Area",655,690,645,484,1204,7014,789,5047,26496,425725,21209,13299,55111,24458,44722,38740,,msa,38740,,2019
"Portales, NM Micro Area",778,261,113,258,636,2830,407,1704,8518,132115,7847,4425,17763,8912,14778,38780,,msa,38780,,2019
"Port Angeles, WA Micro Area",952,772,569,1088,2013,9760,674,4152,37110,583845,26474,10768,74140,31419,63886,38820,,msa,38820,,2019
"Portland-South Portland, ME Metro Area",1060,6056,3965,5002,12493,63425,4175,51588,273526,6642125,266179,44006,520253,300742,443829,38860,,msa,38860,,2019
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1271,30614,23032,31789,82643,352683,15541,54555,993201,30945070,1142699,256577,2412378,1321327,1975134,38900,,msa,38900,,2019
"Port Lavaca, TX Micro Area",743,169,103,43,297,2064,442,4430,12012,171410,9080,2923,21351,10188,16968,38920,,msa,38920,,2019
"Port St. Lucie, FL Metro Area",1162,4680,3028,3876,12417,44878,3042,42492,221781,5019550,183701,56651,465950,209850,393431,38940,,msa,38940,,2019
"Portsmouth, OH Micro Area",626,879,549,564,2145,9670,1315,4705,34563,672185,26556,16330,72411,30350,61448,39020,,msa,39020,,2019
"Pottsville, PA Micro Area",703,1208,948,988,2882,14303,1707,11121,69870,1589160,59774,16816,135206,66499,117828,39060,,msa,39060,,2019
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",1240,6714,4670,7085,21473,76305,5098,27612,264041,10003165,300339,68207,647576,341683,539544,39100,,msa,28880,,2019
"Prescott Valley-Prescott, AZ Metro Area",947,1537,1400,3586,5855,27565,2445,18456,116842,1849195,79167,29085,223134,93458,194627,39150,,msa,39150,,2019
"Price, UT Micro Area",669,99,142,155,521,2056,273,1999,9828,143250,8051,3347,19957,9339,15615,39220,,msa,39220,,2019
"Prineville, OR Micro Area",865,201,283,230,518,2663,228,1205,10793,234125,8397,3082,22911,9858,19119,39260,,msa,39260,,2019
"Providence-Warwick, RI-MA Metro Area",968,20629,15593,18597,52385,242401,14703,75209,703610,20410560,770860,187701,1562542,868893,1334990,39300,,msa,39300,,2019
"Provo-Orem, UT Metro Area",1054,5500,3743,4999,10499,54443,2505,8465,177920,5726290,261255,64234,601765,297235,429998,39340,,msa,39340,,2019
"Pueblo, CO Metro Area",829,2265,1206,1997,6213,22725,1594,6909,71223,1457845,65553,30591,161900,74374,132663,39380,,msa,39380,,2019
"Pullman, WA Micro Area",814,614,525,745,3602,10146,905,2842,20841,342875,21241,11219,42295,25104,42565,39420,,msa,39420,,2019
"Punta Gorda, FL Metro Area",1032,1276,874,1721,4545,15629,1180,27567,104458,1369645,55193,19623,177251,66219,161698,39460,,msa,39460,,2019
"Quincy, IL-MO Micro Area",696,798,408,580,1592,8530,733,3878,34742,626000,34626,9740,73687,38678,60806,39500,,msa,39500,,2019
"Racine, WI Metro Area",857,1971,1677,2087,5970,24955,1012,5781,82755,2200280,90007,23643,190270,99105,155456,39540,,msa,39540,,2019
"Raleigh-Cary, NC Metro Area",1113,15116,10356,14527,30786,169748,7657,40976,535497,16482850,619867,128135,1306195,722090,1045072,39580,,msa,39580,,2019
"Rapid City, SD Metro Area",846,1616,1240,1534,2672,16650,895,5649,60750,1219420,65838,16680,134740,73317,109342,39660,,msa,39660,,2019
"Raymondville, TX Micro Area",664,146,145,114,253,1704,329,1541,7323,157165,7312,5468,20275,8863,16862,39700,,msa,39700,,2019
"Reading, PA Metro Area",939,4398,2768,3753,9925,44057,2909,12393,167105,4865055,192850,48573,404844,218745,335068,39740,,msa,39740,,2019
"Red Bluff, CA Micro Area",872,817,471,817,2277,8376,847,3369,27558,534360,22857,13930,63142,26996,50521,39780,,msa,39780,,2019
"Redding, CA Metro Area",1039,2103,1189,2397,7040,25633,1482,7453,78634,1397045,68073,29423,176274,78436,144796,39820,,msa,39820,,2019
"Red Wing, MN Micro Area",862,467,224,294,1090,4808,299,1164,20616,550140,22541,4230,45342,25087,37144,39860,,msa,39860,,2019
"Reno, NV Metro Area",1074,6590,5022,7168,15075,76082,2775,15537,199344,4847395,219020,51151,455375,246699,371777,39900,,msa,39900,,2019
"Rexburg, ID Micro Area",727,466,635,852,2486,6920,256,7847,23210,364115,21956,13550,51125,25395,39647,39940,,msa,39940,,2019
"Richmond, IN Micro Area",688,793,693,627,1207,8807,567,4728,31372,575495,28445,10395,63523,31771,53448,39980,,msa,39980,,2019
"Rockford, IL Metro Area",803,3495,2058,3402,9786,42716,2759,12417,145767,3532805,149856,48915,333128,172063,267283,40420,,msa,40420,,2019
"Rockingham, NC Micro Area",664,474,401,407,1859,6218,887,3205,21585,409010,17184,10935,43457,19748,35986,40460,,msa,40460,,2019
"Rockport, TX Micro Area",1012,152,93,317,268,1891,284,6617,16165,179735,8661,5127,24070,10606,20564,40530,,msa,40530,,2019
"Rock Springs, WY Micro Area",861,333,139,165,628,3691,338,4248,19771,405505,20717,4921,42958,22887,33137,40540,,msa,40540,,2019
"Rocky Mount, NC Metro Area",756,1775,1440,1464,4387,21545,2802,9873,68035,1396585,60944,26261,143914,69834,117935,40580,,msa,40580,,2019
"Rolla, MO Micro Area",727,373,536,493,1687,7256,821,2306,20287,351510,18173,8569,41549,20209,36387,40620,,msa,40620,,2019
"Rome, GA Metro Area",762,1083,1166,1236,2709,13899,1157,4920,40599,923430,39274,17122,93107,44216,77072,40660,,msa,40660,,2019
"Roseburg, OR Micro Area",824,768,957,1385,2570,14470,1397,4876,50332,765940,39823,15801,107837,46432,90820,40700,,msa,40700,,2019
"Roswell, NM Micro Area",771,507,447,568,1130,7244,961,3995,27279,490040,26040,12280,63174,28429,50128,40740,,msa,40740,,2019
"Ruidoso, NM Micro Area",697,56,195,67,201,1470,213,10590,18156,122080,6736,2026,19170,7938,16401,40760,,msa,40760,,2019
"Russellville, AR Micro Area",660,1021,670,417,1832,9156,980,6038,36120,671415,33877,14872,81393,38101,67693,40780,,msa,40780,,2019
"Ruston, LA Micro Area",729,917,795,1023,2135,8592,1444,2539,20251,383080,19907,13350,43993,21903,38969,40820,,msa,40820,,2019
"Rutland, VT Micro Area",826,754,545,483,1647,7238,436,9073,34411,627100,27795,5710,56785,30872,49787,40860,,msa,40860,,2019
"Sacramento-Roseville-Folsom, CA Metro Area",1290,29759,21445,30950,87569,330111,17428,72058,903208,26840635,971876,305863,2282378,1137887,1842661,40900,,msa,40900,,2019
"Safford, AZ Micro Area",769,195,133,175,643,3276,553,2569,13586,267600,12328,7679,33980,14292,28895,40940,,msa,40940,,2019
"Saginaw, MI Metro Area",780,2066,1556,1939,5545,22684,1925,8732,87665,1745570,78733,33351,185415,88961,155785,40980,,msa,40980,,2019
"Richmond, VA Metro Area",1117,14134,11353,13706,38997,165546,9231,39985,521202,15154120,599908,139048,1237185,679904,1025999,40060,,msa,40060,,2019
"Richmond-Berea, KY Micro Area",696,866,781,1078,3585,15191,1271,4776,43634,1091000,44606,20246,98252,50777,85333,40080,,msa,40080,,2019
"Rio Grande City-Roma, TX Micro Area",588,276,306,266,793,4028,907,3608,19796,530215,19631,22015,63419,25831,45233,40100,,msa,40100,,2019
"Riverside-San Bernardino-Ontario, CA Metro Area",1326,44853,36372,52719,140778,499709,25974,200324,1561258,59544035,1813054,658892,4464912,2122092,3513245,40140,,msa,40140,,2019
"Riverton, WY Micro Area",789,281,215,246,542,4404,736,3103,18010,281050,15885,5038,38864,19444,30841,40180,,msa,40180,,2019
"Roanoke, VA Metro Area",845,3130,2243,3281,8986,40059,2083,18033,146465,3464775,139108,39079,304109,156345,256454,40220,,msa,40220,,2019
"Roanoke Rapids, NC Micro Area",717,1161,720,654,2427,10560,1948,8041,37605,608155,24951,16805,68920,28741,58267,40260,,msa,40260,,2019
"Rochelle, IL Micro Area",745,437,313,286,824,5631,616,1642,22663,606435,23382,4787,50212,26581,40885,40300,,msa,40300,,2019
"Rochester, MN Metro Area",908,1793,1251,1137,4604,21757,1603,6327,93827,2174255,108423,17769,214944,120219,170446,40340,,msa,40340,,2019
"Rochester, NY Metro Area",902,12176,8682,12019,37779,142494,7419,47340,480453,10601045,491511,138605,1033274,554758,876652,40380,,msa,40380,,2019
